variant,average_precision,within_event_auc,full_average_precision,full_within_event_auc,ap_drop,within_event_auc_drop,ap_drop_pct_of_full,within_event_auc_drop_pct_of_full,passes_discriminative_check
no_extra_features,0.14442286165631626,0.7509392839014761,0.4120492786131911,0.7986056600696712,0.26762641695687484,0.047666376168195135,65.07268399402781,5.970141657062314,0.0
drop_weather_drought_features,0.3030876615533603,0.8132733709986522,0.4120492786131911,0.7986056600696712,0.10896161705983078,-0.014667710928980948,27.304187154877823,-1.8360494955261157,1.0
drop_fire_geometry_features,0.34039855792900786,0.7390898274263811,0.4120492786131911,0.7986056600696712,0.07165072068418321,0.05951583264329019,17.459685700469727,7.45193200033245,0.0
drop_terrain_vegetation_features,0.3775825824665128,0.8332087559805015,0.4120492786131911,0.7986056600696712,0.03446669614667833,-0.03460309591083027,8.394372035038812,-4.331928501893524,1.0
drop_wind_features,0.41302720184865727,0.798693601851812,0.4120492786131911,0.7986056600696712,-0.0009779232354661938,-8.794178214088788e-05,-0.3465715187680962,-0.009678253390988822,1.0
drop_stage1_threshold_features,0.4847029853031519,0.8220921303304799,0.4120492786131911,0.7986056600696712,-0.07265370668996082,-0.02348647026080869,-18.26816082839745,-2.9403540924247253,1.0
