event_id,target_date,window_id,rolling_step,radius_km,candidate_count,eligible_candidate_count,selected_alert_count,previous_active_alert_count,new_alert_count,continued_alert_count,removed_alert_count,active_alert_count,removed_burned_count,removed_no_longer_candidate_count,removed_below_threshold_count
fire_24103557,2020-06-25,fire_24103557_2020-06-24_2020-06-26,1,3.0,855,520,25,0,25,0,0,25,0,0,0
fire_24103557,2020-06-26,fire_24103557_2020-06-24_2020-06-26,2,4.0,914,848,0,25,0,0,25,0,0,12,13
fire_24103557,2020-06-25,fire_24103557_2020-06-25_2020-06-27,0,2.0,855,292,25,0,25,0,0,25,0,0,0
fire_24103557,2020-06-26,fire_24103557_2020-06-25_2020-06-27,1,3.0,914,574,0,25,0,0,25,0,0,16,9
fire_24103557,2020-06-27,fire_24103557_2020-06-25_2020-06-27,2,4.0,572,506,0,0,0,0,0,0,0,0,0
fire_24103557,2020-06-26,fire_24103557_2020-06-26_2020-06-28,0,2.0,914,331,0,0,0,0,0,0,0,0,0
fire_24103557,2020-06-27,fire_24103557_2020-06-26_2020-06-28,1,3.0,572,310,0,0,0,0,0,0,0,0,0
fire_24103557,2020-06-28,fire_24103557_2020-06-26_2020-06-28,2,4.0,747,681,0,0,0,0,0,0,0,0,0
fire_24103557,2020-06-27,fire_24103557_2020-06-27_2020-06-29,0,2.0,572,162,0,0,0,0,0,0,0,0,0
fire_24103557,2020-06-28,fire_24103557_2020-06-27_2020-06-29,1,3.0,747,446,0,0,0,0,0,0,0,0,0
fire_24103557,2020-06-29,fire_24103557_2020-06-27_2020-06-29,2,4.0,579,513,0,0,0,0,0,0,0,0,0
fire_24103560,2020-06-30,fire_24103560_2020-06-30_2020-07-09,0,2.0,1303,436,40,0,40,0,0,40,0,0,0
fire_24103560,2020-07-01,fire_24103560_2020-06-30_2020-07-09,1,3.0,814,451,11,40,8,3,37,11,0,18,19
fire_24103560,2020-07-09,fire_24103560_2020-06-30_2020-07-09,2,4.0,66,0,0,11,0,0,11,0,0,11,0
fire_24103561,2020-06-06,fire_24103561_2020-06-06_2020-06-10,0,2.0,482,118,0,0,0,0,0,0,0,0,0
fire_24103561,2020-06-08,fire_24103561_2020-06-06_2020-06-10,1,3.0,1541,952,1,0,1,0,0,1,0,0,0
